postcode,population_2011,population_2022,population_2023,population_2024
OX39 4,6881,7371,7431,7535
OX4  1,12935,13856,13970,14164
OX4  2,10267,10998,11088,11242
OX4  3,12272,13146,13254,13438
OX4  4,13154,14091,14206,14404
OX4  6,7776,8330,8398,8515
OX4  7,5568,5964,6013,6097
OX44 7,5449,5837,5885,5967
OX44 9,2858,3061,3087,3130
OX49 5,4324,4632,4670,4735
OX5  1,12054,12912,13018,13199
OX5  2,8469,9072,9147,9274
OX5  3,2896,3102,3128,3171
OX7  3,5242,5615,5661,5740
OX7  4,1427,1529,1541,1563
OX7  5,7946,8512,8582,8701
OX7  6,6261,6707,6762,6856
OX7  7,1976,2117,2134,2164
OX9  2,3491,3740,3770,3823
OX9  3,9297,9959,10041,10180
OX9  7,1034,1108,1117,1132
PE1  1,682,731,737,747
PE1  2,11231,12031,12129,12298
PE1  3,13722,14699,14820,15026
PE1  4,14812,15867,15997,16219
PE1  5,8726,9347,9424,9555
PE10 0,10175,10899,10989,11142
PE10 9,11731,12566,12669,12845
PE11 1,8392,8990,9063,9189
PE11 2,12978,13902,14016,14211
PE11 3,13420,14376,14494,14695
PE11 4,8440,9041,9115,9242
PE12 0,6334,6785,6841,6936
PE12 6,9409,10079,10162,10303
PE12 7,8061,8635,8706,8827
PE12 8,4577,4903,4943,5012
PE12 9,11401,12213,12313,12484
PE13 1,2998,3211,3238,3283
PE13 2,8459,9061,9136,9263
PE13 3,11161,11956,12054,12221
PE13 4,6569,7037,7095,7193
PE13 5,5706,6112,6162,6248
PE14 0,5481,5871,5919,6002
PE14 7,5883,6302,6354,6442
PE14 8,5314,5692,5739,5819
PE14 9,4125,4419,4455,4517
PE15 0,9169,9822,9903,10040
PE15 8,10515,11264,11356,11514
PE15 9,10231,10959,11049,11203
PE16 6,10453,11197,11289,11446
PE19 1,6777,7260,7319,7421
PE19 2,9972,10682,10770,10919
PE19 5,6845,7332,7393,7495
PE19 6,7855,8414,8483,8601
PE19 7,5309,5687,5734,5813
PE19 8,7210,7723,7787,7895
PE2  5,14928,15991,16122,16346
PE2  6,2716,2909,2933,2974
PE2  7,3394,3636,3666,3716
PE2  8,13322,14271,14388,14588
PE2  9,10180,10905,10994,11147
PE20 1,6670,7145,7204,7304
PE20 2,2942,3151,3177,3221
PE20 3,4374,4685,4724,4790
PE21 0,9653,10340,10425,10570
PE21 6,3135,3358,3386,3433
PE21 7,8925,9560,9639,9773
PE21 8,12216,13086,13193,13377
PE21 9,8858,9489,9567,9700
PE22 0,6084,6517,6571,6662
PE22 7,3394,3636,3666,3716
PE22 8,4022,4308,4344,4404
PE22 9,3419,3662,3693,3744
PE23 4,2586,2770,2793,2832
PE23 5,5921,6343,6395,6483
PE24 4,4133,4427,4464,4526
PE24 5,7697,8245,8313,8428
PE25 1,7225,7739,7803,7911
PE25 2,8823,9451,9529,9661
PE25 3,5590,5988,6037,6121
PE26 1,5640,6042,6091,6176
PE26 2,6305,6754,6809,6904
PE27 3,7648,8193,8260,8375
PE27 4,2517,2696,2718,2756
PE27 5,5225,5597,5643,5721
PE27 6,4625,4954,4995,5064
PE28 0,6509,6972,7030,7127
PE28 2,9050,9694,9774,9910
PE28 3,9544,10224,10308,10451
PE28 4,8571,9181,9257,9385
PE28 5,7553,8091,8157,8271
PE28 9,6347,6799,6855,6950
PE29 1,12110,12972,13079,13260
PE29 2,6711,7189,7248,7349
PE29 3,1838,1969,1985,2013
PE29 6,5529,5923,5971,6054
PE29 7,3594,3850,3882,3935
PE3  6,5876,6294,6346,6434
PE3  7,6322,6772,6828,6923
PE3  8,6927,7420,7481,7585
PE3  9,9772,10468,10554,10700
PE30 1,1912,2048,2065,2094
PE30 2,7060,7563,7625,7731
PE30 3,14373,15396,15523,15738
PE30 4,12918,13838,13951,14145
PE30 5,7726,8276,8344,8460
PE31 6,7919,8483,8553,8671
PE31 7,7320,7841,7906,8015
PE31 8,4764,5103,5145,5217
PE32 1,8945,9582,9661,9795
PE32 2,6349,6801,6857,6952
PE33 0,7744,8295,8364,8480
PE33 9,8201,8785,8857,8980
PE34 3,5421,5807,5855,5936
PE34 4,8963,9601,9680,9814
PE36 5,3717,3982,4014,4070
PE36 6,2812,3012,3037,3079
PE37 7,6803,7287,7347,7449
PE37 8,3421,3665,3695,3746
PE38 0,4815,5158,5200,5272
PE38 9,9994,10706,10794,10943
PE4  5,5942,6365,6417,6506
PE4  6,11122,11914,12012,12179
PE4  7,11297,12101,12201,12370
PE5  7,1589,1702,1716,1740
PE6  0,6612,7083,7141,7240
PE6  7,9597,10280,10365,10509
PE6  8,13059,13989,14104,14300
PE6  9,6285,6732,6788,6882
PE7  0,177,190,191,194
PE7  1,12745,13652,13765,13956
PE7  2,2826,3027,3052,3094
PE7  3,16091,17237,17378,17620
PE7  8,10472,11218,11310,11467
PE8  4,5735,6143,6194,6280
PE8  5,3598,3854,3886,3940
PE8  6,8167,8748,8820,8943
PE9  1,9405,10075,10157,10298
PE9  2,9697,10387,10473,10618
PE9  3,6028,6457,6510,6601
PE9  4,6059,6490,6544,6635
PL1  1,784,840,847,858
PL1  2,2326,2492,2512,2547
PL1  3,4998,5354,5398,5473
PL1  4,5762,6172,6223,6309
PL1  5,8828,9457,9534,9667
PL10 1,3656,3916,3948,4003
PL11 2,7894,8456,8526,8644
PL11 3,2465,2641,2662,2699
PL12 4,10571,11324,11417,11575
PL12 5,2453,2628,2649,2686
PL12 6,8763,9387,9464,9595
PL13 1,4225,4526,4563,4626
PL13 2,5213,5584,5630,5708
PL14 3,8347,8941,9015,9140
PL14 4,5527,5921,5969,6052
PL14 5,5600,5999,6048,6132
PL14 6,3492,3741,3771,3824
PL15 7,6337,6788,6844,6939
PL15 8,7078,7582,7644,7750
PL15 9,6492,6954,7011,7109
PL16 0,1753,1878,1893,1920
PL17 7,5788,6200,6251,6338
PL17 8,4234,4535,4573,4636
PL18 9,4810,5152,5195,5267
PL19 0,3003,3217,3243,3288
PL19 8,6185,6625,6680,6773
PL19 9,7235,7750,7814,7922
PL2  1,10097,10816,10905,11056
PL2  2,10661,11420,11514,11674
PL2  3,10700,11462,11556,11716
PL20 6,5334,5714,5761,5841
PL20 7,6747,7227,7287,7388
PL21 0,9481,10156,10239,10382
PL21 9,7908,8471,8541,8659
PL22 0,3695,3958,3991,4046
PL23 1,3519,3770,3801,3853
PL24 2,10156,10879,10968,11121
PL25 3,10992,11775,11871,12036
PL25 4,8871,9503,9581,9714
PL25 5,5688,6093,6143,6228
PL26 6,5142,5508,5553,5630
PL26 7,9609,10293,10378,10522
PL26 8,11922,12771,12876,13055
PL27 6,5364,5746,5793,5874
PL27 7,6863,7352,7412,7515
PL28 8,4434,4750,4789,4855
PL29 3,1029,1102,1111,1127
PL3  4,9451,10124,10207,10349
PL3  5,9245,9903,9985,10123
PL3  6,12255,13128,13235,13419
PL30 3,3597,3853,3885,3939
PL30 4,2576,2759,2782,2821
PL30 5,4384,4696,4735,4800
PL31 1,8199,8783,8855,8978
PL31 2,6537,7002,7060,7158
PL32 9,4326,4634,4672,4737
PL33 9,1647,1764,1779,1803
PL34 0,1782,1909,1925,1951
PL35 0,940,1007,1015,1029
PL4  0,2717,2910,2934,2975
PL4  6,6582,7051,7109,7207
PL4  7,9078,9724,9804,9940
PL4  8,10179,10904,10993,11146
PL4  9,7908,8471,8541,8659
PL5  1,12269,13143,13251,13435
PL5  2,9913,10619,10706,10855
PL5  3,11299,12103,12203,12372
PL5  4,9435,10107,10190,10331
PL6  5,13480,14440,14558,14761
PL6  6,9179,9833,9913,10051
PL6  7,8442,9043,9117,9244
PL6  8,10099,10818,10907,11058
PL7  1,8929,9565,9643,9777
PL7  2,10781,11549,11643,11805
PL7  4,9188,9842,9923,10061
PL7  5,2576,2759,2782,2821
PL8  1,2433,2606,2628,2664
PL8  2,3301,3536,3565,3615
PL9  0,2740,2935,2959,3000
PL9  7,5355,5736,5783,5864
PL9  8,7964,8531,8601,8721
PL9  9,11902,12749,12854,13033
PO1  1,4138,4433,4469,4531
PO1  2,4164,4460,4497,4560
PO1  3,5858,6275,6327,6415
PO1  4,4842,5187,5229,5302
PO1  5,9839,10540,10626,10774
PO10 7,9492,10168,10251,10394
PO10 8,8868,9499,9577,9710
PO11 0,7863,8423,8492,8610
PO11 9,9516,10194,10277,10420
PO12 1,8612,9225,9301,9430
PO12 2,9715,10407,10492,10638
PO12 3,12097,12958,13065,13246
PO12 4,17422,18662,18816,19077
PO13 0,16151,17301,17443,17685
PO13 8,7299,7819,7883,7992
PO13 9,11326,12132,12232,12402
PO14 1,7734,8285,8353,8469
PO14 2,7808,8364,8433,8550
PO14 3,8589,9201,9276,9405
PO14 4,8046,8619,8690,8810
PO15 5,7275,7793,7857,7966
PO15 6,8357,8952,9026,9151
PO15 7,7252,7768,7832,7941
PO16 0,5642,6044,6093,6178
PO16 7,7726,8276,8344,8460
PO16 8,10727,11491,11585,11746
PO16 9,8561,9171,9246,9374
PO17 5,4654,4985,5026,5096
PO17 6,1873,2006,2023,2051
PO18 0,4600,4928,4968,5037
PO18 8,6691,7167,7226,7327
PO18 9,1726,1849,1864,1890
PO19 1,1639,1756,1770,1795
PO19 3,6238,6682,6737,6831
PO19 5,2378,2547,2568,2604
PO19 6,6918,7411,7471,7575
PO19 7,7595,8136,8203,8317
PO19 8,5477,5867,5915,5997
PO2  0,13069,14000,14115,14311
PO2  7,12867,13783,13896,14089
PO2  8,8083,8659,8730,8851
PO2  9,8024,8595,8666,8786
PO20 0,8566,9176,9251,9380
PO20 1,2458,2633,2655,2692
PO20 2,3676,3938,3970,4025
PO20 3,4321,4629,4667,4731
PO20 7,3571,3825,3857,3910
PO20 8,7358,7882,7947,8057
PO20 9,2171,2326,2345,2377
PO21 1,6178,6618,6672,6765
PO21 2,9933,10640,10728,10877
PO21 3,8015,8586,8656,8776
PO21 4,7269,7787,7851,7960
PO21 5,8907,9541,9620,9753
PO22 0,3808,4079,4113,4170
PO22 6,5855,6272,6323,6411
PO22 7,5604,6003,6052,6136
PO22 8,5714,6121,6171,6257
PO22 9,7369,7894,7959,8069
PO3  5,7618,8160,8227,8342
PO3  6,11668,12499,12601,12776
PO30 1,7158,7668,7731,7838
PO30 2,5310,5688,5735,5814
PO30 3,2331,2497,2517,2552
PO30 4,3094,3314,3342,3388
PO30 5,12416,13300,13409,13596
PO31 7,8632,9247,9323,9452
PO31 8,5766,6177,6227,6314
PO32 6,8101,8678,8749,8871
PO33 1,8636,9251,9327,9456
PO33 2,7663,8209,8276,8391
PO33 3,9379,10047,10129,10270
PO33 4,5329,5708,5755,5835
PO34 5,2083,2231,2250,2281
PO35 5,3688,3951,3983,4038
PO36 0,4656,4988,5028,5098
PO36 8,5241,5614,5660,5739
PO36 9,7061,7564,7626,7732
PO37 6,3428,3672,3702,3754
PO37 7,5644,6046,6096,6180
PO38 1,5976,6401,6454,6544
PO38 2,2721,2915,2939,2979
PO38 3,3850,4124,4158,4216
PO39 0,2645,2833,2857,2896
PO4  0,14280,15297,15422,15637
PO4  8,14436,15464,15591,15807
PO4  9,15353,16446,16581,16812
PO40 9,5436,5823,5871,5952
PO41 0,2021,2165,2183,2213
PO5  1,9291,9953,10034,10174
PO5  2,7459,7990,8056,8168
PO5  3,5735,6143,6194,6280
PO5  4,7438,7968,8033,8145
PO6  1,8542,9150,9225,9353
PO6  2,11472,12289,12390,12562
PO6  3,9893,10597,10684,10833
PO6  4,10656,11415,11508,11668
PO7  4,1165,1248,1258,1276
PO7  5,11576,12400,12502,12676
PO7  6,9878,10581,10668,10816
PO7  7,9057,9702,9782,9917
PO7  8,8496,9101,9176,9303
PO8  0,9625,10310,10395,10539
PO8  8,9478,10153,10236,10378
PO8  9,14737,15786,15916,16137
PO9  1,5287,5663,5710,5789
PO9  2,10430,11173,11264,11421
PO9  3,10081,10799,10887,11039
PO9  4,10577,11330,11423,11582
PO9  5,9451,10124,10207,10349
PO9  6,2863,3067,3092,3135
PR1  0,9635,10321,10406,10550
PR1  1,3702,3966,3998,4054
PR1  2,1592,1705,1719,1743
PR1  3,3436,3681,3711,3762
PR1  4,8826,9454,9532,9664
PR1  5,9090,9737,9817,9954
PR1  6,10975,11756,11853,12018
PR1  7,6455,6915,6971,7068
PR1  8,5544,5939,5988,6071
PR1  9,12294,13169,13278,13462
PR2  1,15065,16138,16270,16496
PR2  2,8437,9038,9112,9239
PR2  3,14910,15972,16103,16326
PR2  5,2855,3058,3083,3126
PR2  6,15644,16758,16896,17130
PR2  7,4296,4602,4640,4704
PR2  8,6844,7331,7392,7494
PR2  9,11157,11951,12050,12217
PR25 1,8635,9250,9326,9455
PR25 2,5154,5521,5566,5644
PR25 3,6738,7218,7277,7378
PR25 4,5998,6425,6478,6568
PR25 5,4256,4559,4596,4660
PR26 6,2928,3136,3162,3206
PR26 7,6402,6858,6914,7010
PR26 8,2672,2862,2886,2926
PR26 9,3586,3841,3873,3927
PR3  0,7442,7972,8037,8149
PR3  1,10282,11014,11105,11259
PR3  2,5557,5953,6002,6085
PR3  3,9023,9665,9745,9880
PR3  5,3021,3236,3263,3308
PR3  6,2646,2834,2858,2897
PR4  0,7190,7702,7765,7873
PR4  1,9474,10149,10232,10374
PR4  2,8567,9177,9252,9381
PR4  3,8357,8952,9026,9151
PR4  4,6152,6590,6644,6736
PR4  5,8162,8743,8815,8937
PR4  6,9693,10383,10468,10614
PR5  0,5569,5966,6015,6098
PR5  4,11152,11946,12044,12211
PR5  5,10061,10777,10866,11017
PR5  6,9276,9936,10018,10157
PR5  8,5145,5511,5557,5634
PR6  0,10257,10987,11078,11231
PR6  7,10188,10913,11003,11156
PR6  8,6679,7155,7213,7314
PR6  9,7567,8106,8172,8286
PR7  1,6640,7113,7171,7271
PR7  2,9799,10497,10583,10730
PR7  3,8608,9221,9297,9426
PR7  4,7003,7502,7563,7668
PR7  5,10475,11221,11313,11470
PR7  6,8749,9372,9449,9580
PR7  7,4178,4475,4512,4575
PR8  1,3057,3275,3302,3347
PR8  2,8916,9551,9629,9763
PR8  3,12059,12918,13024,13205
PR8  4,11186,11982,12081,12249
PR8  5,6212,6654,6709,6802
PR8  6,12188,13056,13163,13346
PR9  0,7211,7724,7788,7896
PR9  7,11302,12107,12206,12376
PR9  8,10127,10848,10937,11089
PR9  9,14260,15275,15401,15615
RG1  1,437,468,472,479
RG1  2,4036,4323,4359,4419
RG1  3,7390,7916,7981,8092
RG1  4,2590,2774,2797,2836
RG1  5,9454,10127,10210,10352
RG1  6,8793,9419,9496,9628
RG1  7,7078,7582,7644,7750
RG1  8,2554,2736,2758,2797
RG10 0,5721,6128,6179,6264
RG10 8,3648,3908,3940,3995
RG10 9,8887,9520,9598,9731
RG12 0,7477,8009,8075,8187
RG12 2,5595,5993,6043,6127
RG12 7,17418,18658,18811,19073
RG12 8,11317,12123,12222,12392
RG12 9,10076,10793,10882,11033
RG14 1,6468,6929,6985,7082
RG14 2,8257,8845,8918,9041
RG14 3,883,946,954,967
RG14 5,4426,4741,4780,4846
RG14 6,8651,9267,9343,9473
RG14 7,9153,9805,9885,10023
RG17 0,6130,6566,6620,6712
RG17 7,2475,2651,2673,2710
RG17 8,3100,3321,3348,3394
RG17 9,3389,3630,3660,3711
RG18 0,1201,1287,1297,1315
RG18 3,6783,7266,7326,7427
RG18 4,4792,5133,5175,5247
RG18 9,6280,6727,6782,6877
RG19 3,7220,7734,7798,7906
RG19 4,7222,7736,7800,7908
RG19 8,3214,3443,3471,3519
RG2  0,5661,6064,6114,6199
RG2  7,11447,12262,12363,12534
RG2  8,12338,13216,13325,13510
RG2  9,8170,8752,8824,8946
RG20 0,2221,2379,2399,2432
RG20 4,1048,1123,1132,1148
RG20 5,3164,3389,3417,3465
RG20 6,1571,1683,1697,1720
RG20 7,2046,2192,2210,2240
RG20 8,3653,3913,3945,4000
RG20 9,5181,5550,5595,5673
RG21 3,7907,8470,8540,8658
RG21 4,3136,3359,3387,3434
RG21 5,7787,8341,8410,8527
RG21 6,506,542,546,554
RG21 7,3632,3891,3923,3977
RG21 8,3959,4241,4276,4335
RG22 4,20955,22447,22631,22946
RG22 5,10435,11178,11270,11426
RG22 6,10372,11110,11202,11357
RG23 7,5288,5665,5711,5790
RG23 8,6981,7478,7539,7644
RG24 7,4041,4329,4364,4425
RG24 8,11200,11997,12096,12264
RG24 9,16015,17155,17296,17536
RG25 2,4183,4481,4518,4580
RG25 3,4522,4844,4884,4952
RG26 3,8445,9046,9121,9247
RG26 4,4553,4877,4917,4986
RG26 5,9135,9785,9866,10003
RG27 0,5473,5863,5911,5993
RG27 8,6525,6990,7047,7145
RG27 9,9028,9671,9750,9886
RG28 7,5786,6198,6249,6336
RG29 1,7143,7652,7714,7822
RG30 1,4940,5292,5335,5409
RG30 2,12408,13291,13401,13587
RG30 3,8542,9150,9225,9353
RG30 4,12010,12865,12971,13151
RG30 6,6231,6675,6729,6823
RG31 4,4468,4786,4825,4892
RG31 5,6676,7151,7210,7310
RG31 6,9562,10243,10327,10470
RG31 7,6570,7038,7096,7194
RG4  5,6777,7260,7319,7421
RG4  6,7182,7693,7757,7864
RG4  7,9079,9725,9805,9942
RG4  8,10327,11062,11153,11308
RG4  9,5769,6180,6231,6317
RG40 1,7704,8253,8320,8436
RG40 2,4558,4883,4923,4991
RG40 3,4640,4970,5011,5081
RG40 4,7794,8349,8418,8534
RG40 5,1784,1911,1927,1953
RG41 1,3739,4005,4038,4094
RG41 2,4756,5095,5136,5208
RG41 3,6530,6995,7052,7150
RG41 4,3917,4196,4230,4289
RG41 5,9284,9945,10027,10166
RG42 1,4670,5003,5044,5114
RG42 2,6382,6836,6893,6988
RG42 3,5889,6308,6360,6448
RG42 4,4279,4584,4621,4686
RG42 5,1652,1770,1784,1809
RG42 6,1429,1531,1543,1565
RG42 7,1740,1864,1879,1905
RG45 6,8596,9208,9284,9413
RG45 7,5969,6394,6447,6536
RG5  3,10948,11727,11824,11988
RG5  4,14287,15304,15430,15644
RG6  1,8622,9236,9312,9441
RG6  3,6072,6504,6558,6649
RG6  4,7690,8238,8305,8421
RG6  5,6514,6978,7035,7133
RG6  6,1180,1264,1274,1292
RG6  7,7859,8419,8488,8606
RG7  1,6715,7193,7252,7353
RG7  2,2029,2173,2191,2222
RG7  3,10046,10761,10850,11000
RG7  4,3064,3282,3309,3355
RG7  5,5618,6018,6067,6152
RG7  6,4472,4790,4830,4897
RG8  0,5398,5782,5830,5911
RG8  7,4552,4876,4916,4984
RG8  8,5891,6310,6362,6451
RG8  9,3091,3311,3338,3385
RG9  1,9150,9801,9882,10019
RG9  2,2469,2645,2667,2704
RG9  3,1969,2109,2127,2156
RG9  4,2128,2280,2298,2330
RG9  5,4242,4544,4581,4645
RG9  6,3196,3424,3452,3500
RH1  1,5189,5558,5604,5682
RH1  2,7465,7997,8062,8174
RH1  3,8473,9076,9151,9278
RH1  4,5891,6310,6362,6451
RH1  5,8316,8908,8981,9106
RH1  6,10791,11559,11654,11816
RH10 1,6705,7182,7241,7342
RH10 3,12129,12993,13099,13281
RH10 4,7087,7592,7654,7760
RH10 5,6078,6511,6564,6655
RH10 6,9542,10221,10305,10448
RH10 7,17613,18867,19022,19286
RH10 8,6065,6497,6550,6641
RH11 0,9527,10205,10289,10432
RH11 6,2838,3040,3065,3108
RH11 7,13156,14093,14208,14406
RH11 8,15769,16892,17031,17267
RH11 9,14526,15560,15688,15906
RH12 1,7208,7721,7785,7893
RH12 2,7673,8219,8287,8402
RH12 3,8688,9307,9383,9513
RH12 4,10069,10786,10875,11026
RH12 5,10138,10860,10949,11101
RH13 0,5064,5425,5469,5545
RH13 5,9331,9995,10077,10217
RH13 6,8314,8906,8979,9104
RH13 8,6370,6824,6880,6975
RH13 9,9029,9672,9751,9887
RH14 0,5855,6272,6323,6411
RH14 9,8232,8818,8891,9014
RH15 0,10988,11770,11867,12032
RH15 8,11652,12482,12584,12759
RH15 9,8905,9539,9617,9751
RH16 1,7049,7551,7613,7719
RH16 2,7255,7772,7835,7944
RH16 3,10173,10897,10987,11139
RH16 4,9073,9719,9799,9935
RH17 5,6813,7298,7358,7460
RH17 6,5477,5867,5915,5997
RH17 7,6973,7469,7531,7635
RH18 5,4453,4770,4809,4876
RH19 1,7145,7654,7717,7824
RH19 2,7202,7715,7778,7886
RH19 3,11043,11829,11926,12092
RH19 4,8089,8665,8736,8857
RH2  0,7851,8410,8479,8597
RH2  7,7355,7879,7943,8054
RH2  8,7070,7573,7636,7742
RH2  9,3953,4234,4269,4329
RH20 1,5013,5370,5414,5489
RH20 2,6780,7263,7322,7424
RH20 3,6428,6886,6942,7039
RH20 4,6747,7227,7287,7388
RH3  7,4366,4677,4715,4781
RH4  1,5223,5595,5641,5719
RH4  2,4998,5354,5398,5473
RH4  3,5258,5632,5679,5758
RH5  4,7105,7611,7673,7780
RH5  5,5314,5692,5739,5819
RH5  6,4126,4420,4456,4518
RH6  0,2633,2820,2844,2883
RH6  7,5988,6414,6467,6557
RH6  8,8989,9629,9708,9843
RH6  9,11707,12541,12644,12819
RH7  6,9222,9879,9960,10098
RH8  0,9717,10409,10494,10640
RH8  9,5829,6244,6295,6383
RH9  8,5443,5831,5878,5960
RM1  1,1538,1648,1661,1684
RM1  2,4296,4602,4640,4704
RM1  3,1815,1944,1960,1987
RM1  4,11961,12813,12918,13097
RM10 7,10993,11776,11872,12037
RM10 8,14801,15855,15985,16207
RM10 9,12387,13269,13378,13564
RM11 1,11559,12382,12484,12657
RM11 2,9622,10307,10392,10536
RM11 3,10596,11350,11444,11603
RM12 4,16114,17261,17403,17645
RM12 5,9824,10523,10610,10757
RM12 6,8302,8893,8966,9091
RM13 7,9035,9678,9758,9893
RM13 8,7399,7926,7991,8102
RM13 9,12482,13371,13481,13668
RM14 1,11267,12069,12168,12337
RM14 2,8350,8945,9018,9143
RM14 3,7413,7941,8006,8117
RM15 4,7986,8555,8625,8745
RM15 5,11192,11989,12087,12255
RM15 6,8268,8857,8929,9053
RM16 2,12230,13101,13208,13392
RM16 3,3587,3842,3874,3928
RM16 4,9864,10566,10653,10801
RM16 5,758,812,819,830
RM16 6,14697,15743,15873,16093
RM17 5,12354,13234,13342,13528
RM17 6,15051,16123,16255,16481
RM18 7,4728,5065,5106,5177
RM18 8,11936,12786,12891,13070
RM19 1,6527,6992,7049,7147
RM2  5,6602,7072,7130,7229
RM2  6,6582,7051,7109,7207
RM20 3,1958,2097,2115,2144
RM20 4,2919,3127,3153,3196
RM3  0,10267,10998,11088,11242
RM3  7,9122,9771,9852,9989
RM3  8,10551,11302,11395,11553
RM3  9,10447,11191,11283,11439
RM4  1,4191,4489,4526,4589
RM5  2,8810,9437,9515,9647
RM5  3,9534,10213,10297,10440
RM6  4,11632,12460,12563,12737
RM6  5,11770,12608,12712,12888
RM6  6,9300,9962,10044,10184
RM7  0,10834,11605,11701,11863
RM7  7,5003,5359,5403,5478
RM7  8,7555,8093,8159,8273
RM7  9,5539,5933,5982,6065
RM8  1,11371,12181,12281,12451
RM8  2,15833,16960,17100,17337
RM8  3,11869,12714,12819,12997
RM9  4,12880,13797,13910,14104
RM9  5,12027,12883,12989,13170
RM9  6,11296,12100,12200,12369
S1   2,1330,1425,1436,1456
S1   3,243,260,262,266
S1   4,9078,9724,9804,9940
S10  1,15322,16413,16548,16778
S10  2,5730,6138,6188,6274
S10  3,10848,11620,11716,11879
S10  4,6917,7409,7470,7574
S10  5,8591,9203,9278,9407
S11  7,10637,11394,11488,11648
S11  8,13809,14792,14914,15121
S11  9,9937,10645,10732,10881
S12  2,11907,12755,12860,13038
S12  3,8711,9331,9408,9539
S12  4,13724,14701,14822,15028
S13  7,9655,10342,10427,10572
S13  8,13314,14262,14379,14579
S13  9,7701,8249,8317,8433
S14  1,9665,10353,10438,10583
S17  3,7427,7956,8021,8133
S17  4,8159,8740,8812,8934
S18  1,6980,7477,7538,7643
S18  2,5935,6358,6410,6499
S18  3,1628,1744,1758,1783
S18  4,1577,1689,1703,1727
S18  7,1891,2026,2042,2071
S18  8,6718,7196,7255,7356
S2   1,9678,10367,10452,10597
S2   2,11248,12049,12148,12317
S2   3,8212,8797,8869,8992
S2   4,6535,7000,7058,7156
S2   5,8856,9487,9564,9697
S20  1,6849,7337,7397,7500
S20  2,3934,4214,4249,4308
S20  3,332,356,359,364
S20  4,3992,4276,4311,4371
S20  5,5605,6004,6053,6137
S20  6,2593,2778,2800,2839
S20  7,3967,4249,4284,4344
S20  8,4110,4403,4439,4500
S21  1,7987,8556,8626,8746
S21  2,1458,1562,1575,1597
S21  3,3005,3219,3245,3290
S21  4,7386,7912,7977,8088
S21  5,1194,1279,1290,1307
S25  1,1241,1329,1340,1359
S25  2,8733,9355,9432,9563
S25  3,2018,2162,2179,2210
S25  4,6604,7074,7132,7231
S25  5,2505,2683,2705,2743
S26  1,1634,1750,1765,1789
S26  2,6904,7396,7456,7560
S26  3,2539,2720,2742,2780
S26  4,5863,6280,6332,6420
S26  5,3266,3499,3527,3576
S26  6,3803,4074,4107,4164
S26  7,1879,2013,2029,2058
S3   7,10905,11681,11777,11941
S3   8,3074,3293,3320,3366
S3   9,5351,5732,5779,5859
S32  1,2018,2162,2179,2210
S32  2,909,974,982,995
S32  3,1331,1426,1437,1457
S32  4,470,503,508,515
S32  5,969,1038,1047,1061
S33  0,1531,1640,1653,1676
S33  6,1019,1092,1101,1116
S33  7,353,378,381,387
S33  8,642,688,693,703
S33  9,1416,1517,1529,1551
S35  0,6524,6989,7046,7144
S35  1,7237,7752,7816,7925
S35  2,6157,6595,6650,6742
S35  3,3302,3537,3566,3616
S35  4,6360,6813,6869,6964
S35  7,2941,3150,3176,3220
S35  8,4532,4855,4895,4963
S35  9,4348,4658,4696,4761
S36  1,6969,7465,7527,7631
S36  2,6100,6534,6588,6680
S36  3,386,413,417,423
S36  4,715,766,772,783
S36  6,6726,7205,7264,7365
S36  7,1658,1776,1791,1816
S36  8,1766,1892,1907,1934
S36  9,3027,3243,3269,3315
S4   7,7047,7549,7611,7716
S4   8,7418,7946,8011,8123
S40  1,4071,4361,4397,4458
S40  2,10990,11772,11869,12034
S40  3,9419,10090,10173,10314
S40  4,10918,11695,11791,11955
S41  0,12936,13857,13971,14165
S41  7,6211,6653,6708,6801
S41  8,11504,12323,12424,12597
S41  9,5751,6160,6211,6297
S42  5,12090,12951,13057,13239
S42  6,11307,12112,12212,12381
S42  7,4831,5175,5217,5290
S43  1,8788,9414,9491,9623
S43  2,7296,7815,7880,7989
S43  3,13700,14675,14796,15002
S43  4,10565,11317,11410,11569
S44  5,8293,8883,8956,9081
S44  6,13407,14362,14480,14681
S45  0,1576,1688,1702,1726
S45  8,3841,4114,4148,4206
S45  9,8205,8789,8861,8984
S5   0,11281,12084,12183,12353
S5   6,12926,13846,13960,14154
S5   7,12833,13747,13860,14052
S5   8,13176,14114,14230,14428
S5   9,9652,10339,10424,10569
S6   1,11745,12581,12685,12861
S6   2,7769,8322,8391,8507
S6   3,7787,8341,8410,8527
S6   4,13282,14228,14345,14544
S6   5,9748,10442,10528,10674
S6   6,7921,8485,8555,8673
S60  1,1255,1344,1355,1374
S60  2,6799,7283,7343,7445
S60  3,7661,8206,8274,8389
S60  4,6391,6846,6902,6998
S60  5,15189,16270,16404,16632
S61  1,7153,7662,7725,7833
S61  2,12772,13681,13794,13985
S61  3,7766,8319,8387,8504
S61  4,8129,8708,8779,8901
S62  5,6717,7195,7254,7355
S62  6,4565,4890,4930,4999
S62  7,8694,9313,9390,9520
S63  0,8687,9306,9382,9512
S63  6,8978,9617,9696,9831
S63  7,6731,7210,7269,7370
S63  8,7136,7644,7707,7814
S63  9,6564,7031,7089,7188
S64  0,7610,8152,8219,8333
S64  5,2262,2423,2443,2477
S64  8,12988,13913,14027,14222
